Type,ID,Title,S1,S2,S3,S4,S5,S6,S7,S8,Sentence
P0227,269,全球女性罩杯排名出炉：挪威D罩登顶，澳洲平均B罩,,,,,,,,,研究人员认为，这种差异可能是因为遗传因素，挪威女性可能天生倾向于拥有较大的胸围，这与通常认为体 重较大的女性胸围也较大的趋势有所不同
P0837,270,立冬鍋物儀式感小心血壓失控 別睡前4小時進補,,,,,,,,,这名女性本来就患有高血压、中度肥胖，在投入减重行列后，开始改变饮食习惯，饭后到附近操场散步，2个月内成功从80公斤减到72公斤，血压却持续上升，甚至达160/90毫米汞柱（mmHg）
P0521,271,报告：全球45%的人口正在努力减肥！一年“胖死”280万人！澳洲所在地的风水不好？大洋洲都要胖炸了！,重复肥胖”,,,,,,,,而现代生活方式带来的诸多变化，包括饮食结构、睡眠、压力和生活规律等，都会刺激调定点上升，引发“重复肥胖”
P0237,272,全英最胖小镇：80%都胖子，全镇仅一家蔬果店？！胖到走红后，他们不愿意了...,,,,,,,,,他是加拿大人，我喜欢，但对他来说，他家乡的肥胖人群更多，美国的胖子也比这里要多得多
P0888,273,肚子越大，脑子越小？肚子大可能“藏”着这些风险,,,,,,,,,《中国成人超重和肥胖症预防控制指 南》明确规定： 男性腰围≥85厘米 女性腰围≥80厘米 即为超标 即使那些体重在正常范围的人，如果腰上堆积太多脂肪，也同样有较高的疾病风 险
P0933,274,英国最胖的城镇:麦当劳门前车辆排长队,,,,,,,,,走在街头，你会发现这里的居民普遍体型偏胖，五分 之四的人口被归类为超重或肥胖
P0060,275,BMI無肥胖少女高血脂 醫：有家族遺傳飲食要忌口,,,,,,,,,15岁的小宜爱甜食和油炸物，BMI值不到肥胖，为正常偏过重，直到学校健康检查发现血脂肪异常才惊觉不妙，被医师提醒有家族遗传，饮食要忌口，幸好调整习惯后，血脂数值已正常
P0927,276,腹部、大腿還是手臂?,,,,,,,,,"有人身材像苹果,脂肪集中在腰腹;有人像梨子,脂肪多长在大腿和臀部"
P0629,277,"没想到!如果胖得「稳定」,其实是一种长寿优势",,,,,,,,,由于肚子往往跟着体重一起长，怎么才能做到适量增重的同时不增大腰围呢
P0202,278,健康生活 仁心仁術  髖關節僵硬(Stiff Hip),,,,,,,,,当然如果你很 胖和有肚腩的话就例外
P0086,279,一个容易长胖的人，可能是蛋白质没吃够,,,,,,,,,很多人害怕长胖，会在饮食中限制肉蛋奶等食物的摄入量，尽量少吃甚至不吃
P0290,280,华人惊恐发现，来了澳洲以后体重开始超标！全球肥胖榜，澳洲排名靠前，据说与地理位置有关？,,,,,,,,,而且肥胖也会慢慢压垮我们的身体，过重的体重会导致身体里的骨头无法负重，以至于身体骨骼慢慢变形
P0328,281,吃面食和吃米饭哪个容易胖？主食这样搭配，控糖又不胖！,,,,,,,,,吃面食的人，确实更易发胖 2022年发表在《营养素》上的一项研究发现，在男性群体中，相较于更倾向于吃面食的人群而言，经常选择米饭作为主食者其全身性肥胖及中心性肥胖的风险显著降低
P0918,282,胖一点的老人和瘦一点的老人，谁更长寿？调查55万人后给出答案,,,,,,,,,如今，很多年轻人为了健康着想，会刻意控制体重，但对于中老年人而言，体重微胖的人可能会更健康和长寿
P0192,283,侮辱or玩笑？华人也在用的“修图神器”引发争议，已紧急下架,,,,,,,,,反对使用“胖胖滤镜”的人表示：“我认为，人们完全有权利因为‘胖’或‘肉肉的’被当作侮辱而感到不适
P1095,284,面相变了!贾玲最新露面 体重竟反弹回归原状,复胖,,,,,,,,出于对她的关心，一些网友开始去查找贾玲近期出席的其他活动情况，这一查才发现，原来她的 “复胖” 早有端倪
P0869,285,【美女】130斤的健身小姐姐有多绝？！大码的“粗腿肥臀”太炸了,,,,,,,,,恰到好处的肉感，赏心悦目的曲线，这是多少lsp梦寐以求的身材，又是多少健身女 孩希望达到的目标
P0335,286,吴奇隆发福变油腻 与《英雄本色》女主亲如母子,,,,,,,,,反而53岁的吴奇隆身形 胀爆了不少，脸上留低了不少岁月痕迹，霎眼间差点认不出来，被网民吐槽男神崩坏了
P1009,287,身材决定寿命？研究发现：大腿粗、屁股大的人，可能更长寿,,,,,,,,,今天全部说清楚…》.科普中国.2020-09-13 [2]《腰围越大痴呆越早
P0459,288,巨石强森变“鹅卵石”:大肌霸的诸神黄昏,眼瞅着….变成了,,,,,,,,曾记否，外服最强胖子“鳄梨小哥”，眼瞅着从拉小提琴的文艺素食青年，变成了鲸吞万物的超级肉墩
P0164,289,亚洲首富之子减肥超200斤，又胖回去了！近照曝光,再次发胖,,,,,,,,随后，健康专家们指出，阿南特患有哮喘和服用类固醇可能是他再次发胖的原因
P0421,290,子宮內膜過厚恐罹癌 醫籲多囊等6族群定期檢查,,,,,,,,,医师提醒，子宫内膜太厚需高度警觉罹癌风险，吁多囊性卵巢症候群、早发月经或晚停经者、从未怀孕或不孕女性、肥胖者（BMI大于30）、糖尿病与高血压患者及有子宫内膜癌家族史者等族群，应定期检查子宫内膜状态，以预防癌症风险
P0451,291,小李子为爱减肥？恋爱后怒减小肚子，瘦出下颌线,,,,,,,,,啤酒肚和双下巴一个不差，给卡米拉拍照时可以看出，后背手臂的脂肪丰厚，毫无锻炼痕迹… 2022年底，他和23岁的女演员维多利亚·拉马斯短暂约会期间，穿黑色都盖不住挺起的肚腩
P0247,292,冯巩67岁大寿 贾玲搂恩师合影 复胖身形引关注,,,,,,,,,只是瘦下来的贾玲，除了两个小酒窝没变，其他五官都没有胖乎乎时候的她可爱，眼角的皱纹明显，皮肤肉眼可见的松弛垮塌了
P0475,293,徐静蕾首回应秘密生女传闻 晒49岁近照认胖了很多,,,,,,,,,」并配图三张在家里玩VR健身游戏supernatural的 照片，画面中，徐静蕾身穿格子衬衫和贴腿七分裤，戴着VR眼镜，随着情境手足舞蹈，相当投入，眼尖的 网友发现，徐静蕾的身形较为丰腴，双下巴也冒出来，便留言：「好像是胖了一点啊哈哈」，想不到钓出徐静 蕾本尊回复：「特别的，不是一点
P0347,294,唐代以胖为美？从唐代服饰探究其真假,,,,,,,,,在女子服饰的开放化之后，男子眼中的女子会显得更加“多肉”，女子的体态会展现得更加明显，这也是为何说出唐代女子胖才好看的观点
P0126,295,中国人真的，越来越胖了,,,,,,,,,〓 2018 年一个抽查约18 万人的研究结果发现，中国成年居民中知晓自身体重状况者不到一半，知晓腰围者仅有约十分之一 / [31] 这样就造成很多人四肢不胖，但肚子大的问题
P0928,296,良医支招减重秘籍：吃对动好心情佳，告别肥胖就这么简单！,,,,,,,,,想要甩掉赘肉、远离肥胖困扰
P0848,297,總是吃不停 四招趕走假食慾,,,,,,,,,"」开始指导患者饮食后,我发现很多人都是因为「假食欲」 而变胖"
P0645,298,清华学霸杀妻案又开庭！拖了359天还没初审，凶手却养得白白胖胖…,,,,,,,,,尽管 此次庭上出具了尸检报告，但辩护律师以忙于其他案件为由，又双叒申请了择期开 庭... 去年10月5日，第三次认罪听证会上，陈立人甚至都胖了不少，脸颊饱满，手臂粗 壮
P0135,299,中国胖子，即将反超美国,,,,,,,,,二者间有一点差异，但即便标准略有不同，中国人逐渐变胖的大趋势还是很明显的
P0427,300,孩子身体出现这个变化，可能大脑正在偷偷变笨！要警惕,78% 的胖孩子成年后可能会继续肥胖,,,,,,,,美国有一项长期追踪的研究发现，78% 的胖孩子成年后可能会继续肥胖[4]
P0427,301,孩子身体出现这个变化，可能大脑正在偷偷变笨！要警惕,,,,,,,,,结果发现：BMI 显示超重和肥胖的孩子，和 BMI 正常的孩子相比，大脑明显出现了变化[1]
P0490,302,惊人报告！澳洲超市里的这些东西，吃多了中风早死风险飙升！吓得手里可乐都掉了！,,,,,,,,,胖一点还能勉强接受，中风早死就算了吧
P0005,303,4成過年變胖均增1.7公斤 營養師：冬天瘦身黃金時期,,,,,,,,,国内近4成民众过完农历年后变胖，平均增1.7公斤
P0420,304,「婉君」俞小凡復出想拍戲 最近煩惱是「吃不胖」,,,,,,,,,平日她多会在餐厅帮忙招呼客人，下午上健身房，数十年如一日的修长身材其实让她很苦恼，「我真的怎么吃都不胖，还想要别人教教我怎么吃胖」
P0130,305,中国男人配不上中国女人？,,,,,,,,,” 除了动力不足，中国男人改善外表的能力也不够 1、政商界男性更需要去会所而不是健身房 官员的身材欠佳，商人的也好不到哪里去，不是有句话叫“脑袋大脖子粗，不是老板是伙夫”吗
P0274,306,"别超重!体重如果达到这个数,等于大脑早衰了12年",,,,,,,,,2023年，国际权威期刊《衰老与疾病》刊登的研究显示，内脏脂肪（表现为大肚子）和皮下脂肪（能捏起来的肉）升高，与脑容量减少有关
P0567,307,曾因救人昏迷又遇丧女，南京胖哥切胃瘦100斤后再生子，本人回应“生死5年”：我在苟活，但并不卑微,,,,,,,,,事发后，“南京胖哥”邱绍春的故事在网上传播
P0491,308,惊人的因果定律：人品好的人，根本不会吃亏,,,,,,,,,别盯着他人的短处不放：在矮的人面 前不谈身高，在胖的人面前不谈身材，在 皮肤黑的人面前不谈肤色…… 身处山顶别瞧不起山下的人：与穷人 交谈不炫耀金钱，与孤寡老人交流不炫耀 儿孙满堂，与不幸之人交谈不炫耀自己的 幸福…… 做人，唯有尊重别人，才会被人尊重
P0125,309,中国亲戚逼疯外国小哥！崩溃发帖：为啥见面第一句就是评价我长相？评论亮了...,,,,,,,,,人们只是单纯地在说，有时候如果你比一般人胖一点、单眼皮，或者身高比较矮，别人拿你的外貌开玩笑其实很常见
P1008,310,身体胖寿命短？医生却说：恭喜你！这2个地方“胖”是好事！,,,,,,,,,但有两个部位发胖却是例外，即臀部、大腿
P0888,311,肚子越大，脑子越小？肚子大可能“藏”着这些风险,,,,,,,,,而对于腹 型肥胖导致的高血压患者来说，随着体重的下降，血压也会有不同程度的下降
P0831,312,私教立即请回家，看到的人都别错过...,,,,,,,,,为了拥有好身材，每天吃得比兔子少，跳绳跑步不带停，可往体重秤上一站，体重稳如泰山甚至还重了
P0347,313,唐代以胖为美？从唐代服饰探究其真假,,,,,,,,,因此，胖并不能作为唐朝的真正审美特征，况且，唐朝时期被称赞的美女本不胖，只是相较于其他女子会显得更加“珠圆玉润”而已
P0079,314,USANA优莎纳蛋白营养粉——甩掉游泳圈，赢回人生C位,,,,,,,,,胖得越久，糖尿病风险越高，可能得终身“抱”着药瓶子
P0108,315,不是错觉：过了这个年纪，长胖真的更容易,,,,,,,,,高能量食物吃得多了，能量摄入也随着升高，自然就更容易长胖
P0552,316,日本全球最瘦，却又全球最“寿”！日本人为啥这么瘦、又那么寿？,,,,,,,,,相反，运动最积极的美国，40%的人健身到嗨，可胖子还是比日本多了好几倍，所以，日本人“瘦”真跟运动没多大关系
P0059,317,"BMI:肥胖的伪标准,难道我们被骗了100多年吗?",东亚人的体脂量更大，且更倾向于内脏肥胖,,,,,,,,这主要因为哪在相同的BMI人群中，东亚人的体脂量更大，且更倾向于内脏肥胖
P0179,318,体重120斤以上的女人，别再穿阔腿裤了！换成这3种打扮更时尚显瘦,,,,,,,,,一次显瘦多种风格! 即使微胖女性在穿搭方面选择了时尚又显瘦的衣物，但如果它们搭配不当依然会显得怪异并让人直观地认为她们没品位
P0345,319,哪种体型的人更长寿？研究发现：这个部位“细”点好！,,,,,,,,,”太多肥肉脂肪聚集在腰腹部，意味着腹 型肥胖，腰围增加、超标
P0239,320,关晓彤最新状态惹争议:发福脸肿 年龄感尽显,,,,,,,,,但几乎每次关晓彤工作室晒出她的vlog，都能看见她为了身材努力的样子，甚至还搭配饮食，但是面部状态依旧很难维持，整个上半身也多次被吐槽很壮
P0682,321,澳洲42岁母亲体重高达247斤！多次减肥无果，心态爆炸的她不运动减下100斤！从此人生像开了挂一样！,,,,,,,,,我就要做一个有骨气的胖子
P0871,322,【美女】对不起！男人眼中的微胖，长这样,,,,,,,,,（浑圆的曲线简直不要太吸睛啊
P0657,323,潘帅变潘叔？44岁潘玮柏中年发福不敢认，胖至200斤老10岁，网友：快减肥,,,,,,,,,而且潘玮柏不但在演唱会上庆祝生日，还摆出了两排人形立牌，都是自己以前各个 时期的造型，其中一张，就是他穿红西装的胖子图
P1012,324,辛芷蕾在国外带火了一种贵妇穿法：短外套+短裤，微胖圆脸真优雅,,,,,,,,,搭配高腰短裤 下半身配上一条高腰的短裤和上衣，材质面料相同，颜色也相同，这样可以保持上 下的整体统一协调性，宽松的短裤还能藏住屁股大的问题，微胖身材可以试试
P0057,325,3900万新病例？儿童肥胖正在改写一代中国人的健康轨迹,,,,,,,,,这些肥胖的孩子所带来的，可能是一代更胖的国人
P0057,326,3900万新病例？儿童肥胖正在改写一代中国人的健康轨迹,,,,,,,,,这就是肥胖的轨迹效应，所谓“一胖误终身”
P0840,327,第一批打司美格鲁肽减肥的人，已被反弹劝退,越来越胖,,,,,,,,” 反弹，被减肥药捆绑的年轻人 不可否认的是，人类确实越来越胖了
P0993,328,赌王女儿何超盈暴瘦？结婚时发福似两百斤，减肥速度堪比贾玲,,,,,,,,,四太大女何超盈结婚生娃时胖成球，婚后立马瘦成一道闪电
P0305,329,“只吃汉堡也能瘦”“只喝奶茶也能瘦”？真相出人意料,,,,,,,,,“饮食不规律，一顿饥一顿饱反而更容易长肉” 程璐是艺考生，在高中时为了艺考曾严格控制体重
P0731,330,"澳洲超市最受欢迎的超级水果, 竟能解决困扰无数人的问题! $2就能买到",,,,,,,,,这项研究成果刊登在《美国心脏协会杂志》上，研究人员找了969名25岁及以上、腹部肥胖的成年人来参与试验
P0760,331,王宝强将再当爹？冯清现身公司有助理陪伴，肚子凸起明显疑怀孕,,,,,,,,,穿着十分宽松，丝毫不能够体现身材，重点是冯清整个人都变得很大只，似乎发福发胖了不少，尤其是冯清肚子也有点凸起，看上去就是怀孕的既视感
P0535,332,整天滑3C不離手 兒童青少年脂肪肝比例增,,,,,,,,,「许多家长以为脂肪肝是大人病，甚至认为孩子胖一点是在为长高储备能量
P0303,333,发胖真有“分界线” 从这个年龄开始代谢急转直下,悄然设下了一道“发福界线”,,,,,,,,这不禁让人疑惑，难道说，身体在25岁后就悄然设下了一道“发福界线”
P0273,334,"别看潘粤明现在胖若两人,顶顶跟他发福前一模一样",,,,,,,,,别看现在潘粤明胖若两人，糙成叔，恍若退圈般变样，年轻那会却是教科书式的“鲜肉”
P0980,335,调查：10年间德国严重超重人数增加近1/3,,,,,,,,,更令人担忧的是，25岁至34岁之间极度肥胖的年轻男性数量不断增加
P1012,336,辛芷蕾在国外带火了一种贵妇穿法：短外套+短裤，微胖圆脸真优雅,,,,,,,,,"人们的审美是在一直变化的,很多人都觉得瓜子脸,大眼睛才是真正的美女,但是也有一些 美女可能长着一张圆润的脸蛋,她们的身材可能也没有那么的苗条,比如辛芷蕾就是圆脸微 胖 的 代 表 , 虽 然 她 有 着 圆 圆 的 脸 蛋 的 和 微 胖 的 身 材 , 但 是 她 候穿上了短外套和高腰短裤更是显得相当的贵气"
P0924,337,脂肪肝泛滥背后，是中国人的代谢危机,,,,,,,,,中心型肥胖的形成，主要是由于脂肪过多堆积在腹腔 比起BMI，衡量中心型肥胖常用的指标是腰围、腰臀比（腰围除以臀围）
P1002,338,趙露思抑鬱症未癒 近況公開,,,,,,,,,"据报道,赵露思因为健康亮红灯而瘦到 36.9公斤,不过最近微长了点肉,胖了4公 斤"
P0682,339,澳洲42岁母亲体重高达247斤！多次减肥无果，心态爆炸的她不运动减下100斤！从此人生像开了挂一样！,,,,,,,,,她和普通的胖仙女们一样，喜欢从食物中寻找安慰，爱吃甜食，不爱运动，并且一度把油炸薯片当成自己的一日三餐...... 生活习惯不规律是一方面，另外几乎家族中的大部分人都超重，而且Kim从小就比同龄孩子大一个size然而她也并没有放弃治疗，像很多猪猪女孩们一样，尝试过各种各样的减肥方式
P1070,340,长期不运动，身体会发生哪些变化？人生变好，从坚持运动开始！,腰腹部更容易囤积赘肉,,,,,,,,1 腰腹部更容易囤积赘肉 上班长时间久坐，在家也总是坐着、躺着……日常摄入的热量没法及时消耗，赘肉不找上你才怪
P1029,341,追求长寿第一步：把自己吃胖一丢丢,,,,,,,,,两位体重一样的女性，哪位看起来更健康呢 另外，研究者还提出，高血压、糖尿病之类的疾病，对偏瘦的人更具攻击性，更难治一点，因为他们没法跟微胖的人一样，后者 光是靠减掉多余的体重，就能对疾病有较好的控制，甚至彻底逆转疾病
P0018,342,30歲男每天10顆慢病藥 手術加調整生活減100公斤,,,,,,,,,术后15个月，体重降至80公斤，身体质量指数（BMI）改善至26.7，多项共病症状几乎完全缓解，血糖回稳，血压与血脂都恢复正常，脂肪肝改善，不再受睡眠呼吸中止症状所苦
P0474,343,"徐静蕾退圈后长居美国:到处吃喝玩乐,模样发福",,,,,,,,,或许就是“心宽体胖”，徐静蕾眼瞅着也发福了一些，看上去虎背熊腰的，腿比起之前也粗了不少
P0019,344,33岁张含韵被骂“爆肥”！1.62米55公斤，本人晒秤自嘲“真的胖”,,,,,,,,,此前，她在录制综艺时曾表示，自己有多年的“减肥焦虑”，“可能体重没长多少，但脸看起来就像胖了十斤
P1085,345,陳展鵬唔覺老婆發福 郭珮文不介意身材,,,,,,,,,单文柔早前被指发福孕味浓，他否认：「佢好惨，暂时没有怀孕，太太喜欢笑才错觉面形较圆，在我眼中一点也不肥，最紧要她健康，身形不必太瘦
P0734,346,澳洲这个家家必备的食物，其实一直都被冤枉了！,,,,,,,,,然而，如今它却常被贴上“高碳水”“易发胖”的标签，甚至被一些人视为饮食大敌
P0983,347,"谷歌杀妻案最新: 清华学霸胖到认不出, 前女友关键“日记”提交",,,,,,,,,和被捕后第一次出庭时两颊凹陷的照片(上图右)相比，陈立人明显胖了不少
P0871,348,【美女】对不起！男人眼中的微胖，长这样,,,,,,,,,这也难怪，微胖的女生更受男性青睐
P0871,349,【美女】对不起！男人眼中的微胖，长这样,,,,,,,,,2、微胖女生的触摸手感太好了，软绵绵的
P0192,350,侮辱or玩笑？华人也在用的“修图神器”引发争议，已紧急下架,,,,,,,,,它在更大尺度上，让社会变得更容忍嘲笑和恐惧胖人
P0192,351,侮辱or玩笑？华人也在用的“修图神器”引发争议，已紧急下架,,,,,,,,,” “胖人不是某个喜剧TikTok滤镜，也不是你节食前的‘前’照片，或者搞笑的‘减肥后’照片
P0371,352,"在所有肥胖的危害里,「精神疾病」是我没想到的",,,,,,,,,2、肺部 与体重正常者相比，腹部肥胖者肺功能损害几率高两倍，慢阻肺和睡眠呼吸暂停等呼吸道疾病发病率更高
P1048,353,郭晶晶全家云南避暑 霍启刚大肚腩发福明显,,,,,,,,,话说路人能够巧遇“晶刚夫妇”真的很惊喜，但这拍摄角度却把霍启刚拍得又矮又胖，别人都是短袖短裤，霍启刚的穿搭还停留在春 季，把自己裹得严严实实，倒还凸现了自己的大肚腩，富家公子的气质一下子不见了
P0994,354,赵丽颖裙子显土 殷桃脸肿发福 李沁星光闪闪,,,,,,,,,殷桃后台与他人聊天时，更显“脸大”，看来小姐姐是发福了，需要稍稍克制一下自己，恢复面部纤瘦感才好
P0169,355,什么时候才能停止对马思纯身材的审视？,,,,,,,,,也许有着“性感如红姑”称号的钟楚红，放在今天都会被归为微胖女星的标签里，被经纪公司按头要求减肥
P0205,356,【健康知识】胖哪儿都不能胖这里！,,,,,,,,,所以肚子胖的朋友，即使体重正常也得好好减哦
P0991,357,贾玲承认瘦身100斤，海报与近照胖若两人，袁弘曝训练量高达三倍,,,,,,,,,"如果路演的时候见到我,有机会能不 能上台抱抱我,虽然我现在抱起来可能会有点“硬”,但我真的好想你们!大年初一见! 前几日，贾玲一张剧照曝光，近照中的她瘦身大成功，不论是脸部还是身上，那种 肉肉的感觉全都没了，整个人简直瘦了好几圈"
P0932,358,"英国最胖的人:体重890斤创世界纪录,成功减重‘三个贾玲’!被美国女子求爱追到英国…",,,,,,,,,作为肥胖症研究专家，他见过不少胖子，但当他见到保罗时还是大吃一惊
P0588,359,李湘機場被偶遇 身材「富態」,,,,,,,,,大陆知名主持人李湘，近日在机场被拍到飞英国给女儿王诗龄陪读，身穿碎花洋装，身材丰满，从影片看来，李湘身材又胖了一圈
P0536,360,文章恋情曝光后首现身，左手戴戒指疑似二婚，与绯闻女友多次同台,,,,,,,,,这次现身活动现场，文章看起来胖了很多，有中年发福的迹象
P1068,361,"长在这两个部位的脂肪,其实是一种优势",,,,,,,,,正常来说，男性腰围应小于90厘米、女性小于85厘米，超过该范围就属于腹型肥胖
P0779,362,當猪長着 翅膀,,,,,,,,,"一辆豪华汽车缓缓驰近,车停,一对父子走下车,西装笔挺的父亲指了指,后面的侍从立即拿起大鱼、八爪鱼,对于那几条小鱼视若无睹,Jafaar设法引起小主人的注意,这个6、7岁的胖小子一 若他父亲,仰头高傲地走过,不屑一顾"
P0192,363,侮辱or玩笑？华人也在用的“修图神器”引发争议，已紧急下架,,,,,,,,,少有本来就身材丰满的人，让自己变得更胖一些
P0030,364,46岁孙燕姿演唱会被吐槽服装太丑，太胖了...,,,,,,,,,最主要的是显得孙燕姿好胖呀
P0328,365,吃面食和吃米饭哪个容易胖？主食这样搭配，控糖又不胖！,,,,,,,,,同样是碳水，为什么吃面食更容易胖
P0347,366,唐代以胖为美？从唐代服饰探究其真假,,,,,,,,,虽然从《仕女图》《捣练图》中研究得出唐朝女子之“肥胖”，体态之丰腴，但是这并不能囊括整个唐朝的审美，一个朝代真正的审美特征是不会局限于只有“胖”的
P0871,367,【美女】对不起！男人眼中的微胖，长这样,,,,,,,,,"网络上,关于「#微胖」的话题,频频上热搜; 如果,骨感是高级,那么微胖绝对是性感;身材凹凸有致、性感丰满的女生总让会让人爱不 释手!当然，我们说的微胖，不是让你敞开了吃，那样只能叫肥宅"
P0356,368,国家喊你减肥，真的是为你好，能帮你省大钱！,,,,,,,,,肥胖是“富贵病”
P1063,369,重马胖女孩”意外出圈 曾是8块腹肌“追风少女”,,,,,,,,,重返赛道找回阳光自信 从有着8块腹肌的教练到160斤的“重马胖女孩”，这些年，李利经历了什么
P0888,370,肚子越大，脑子越小？肚子大可能“藏”着这些风险,,,,,,,,,与腰不粗的胖人相比，腰粗的胖人腰围每增加9.5厘米，发生冠心病、急性冠心病事 件和死于冠心病的风险分别增高29%、30%、32%
P0487,371,惊了！最新数据：全澳超4成上班族体重超标！上班没时间管理自己的身材？一套动作10分钟，相当于跑步3000米，健身房1小时,,,,,,,,,如果你常常因为忙碌而忽略自己，让自己身材发胖、关节疼痛、弯腰驼背、睡眠质量差... 那么，请你一定别错过这堂让你蜕变的椅子轻瑜伽课
P0013,372,24岁中国妹子火上外媒！工作1年长胖40斤，她一怒之下辞职，前后转变惊呆网友...,,,,,,,,,当厨师是一段痛苦的经历，我在餐馆工作时与之共事的每个人都因压力和过度劳累而超重 社畜吐槽：上班让人累丑了 小欧的经历之所以能引起国内外网友们的集体共鸣，无关其他，只因为不管国内国外，一旦上班就不得不染上“班味”，走向“过劳肥”
P1095,373,面相变了!贾玲最新露面 体重竟反弹回归原状,反弹复胖,,,,,,,,在集体照里，她总是用自己的格子衬衫巧妙地挡住身体，不管周围大 家的站位如何变动，她就稳稳地站在冯巩身边，尽量不让自己的全貌被镜头捕捉到，旁人也只能从她露出来的手部去推测，她大概率是 体重反弹复胖了
P0234,374,全红婵不去学校上课！变壮遭网友质疑：半退役？还能参加奥运会？,,,,,,,,,从照片来看，扎起小辫子的全妹显得 更壮实，肩宽甚至堪比苏炳添，被网友称为“虎背熊腰”
P0247,375,冯巩67岁大寿 贾玲搂恩师合影 复胖身形引关注,,,,,,,,,贾玲似乎也有所准备，在集体大合影中，她机智地用格子衫外套挡住了身体的大半部分，而在多张合影中，不管同学们的站位有任何改变，贾玲始终都站在冯巩身边，还微微侧身，无法让人直观地感受到她的身形变化，只是从手部状态来看，贾玲还是略有复胖的
P0654,376,減重後被說復胖 賈玲分享運動日常,,,,,,,,,从画面来看，贾玲身材依旧纤细，手臂和大腿线条更加结实，绝无「小腹隆起」
P0084,377,"一个不吃晚饭的人,是怎样养成「易胖体质」的?",长胖更快,,,,,,,,宵夜来补偿，部分人夜里饿得睡不着，再补一顿“夜宵”，长胖更快
P0916,378,肿瘤患者到底“胖点好”还是“瘦点好”？营养师表示,,,,,,,,,但对于肿瘤患者而言，胖一点就一定是坏事吗
P0337,379,吴某凡监狱生活被曝！胖了20斤，当上小班长，天天创作正能量歌曲！粉丝组织劫狱！网友：电影都不敢这么演,越来越（圆润),,,,,,,,有网友称，探监时看到旁边有个年轻帅哥特别眼熟，仔细瞧了很久才敢确认，这个帅哥竟然是越来越圆润的吴某凡
P0271,380,别再嘲沈腾老婆胖了，这5位男星都娶了“胖老婆”，却个个很宠妻,越来越（发福),,,,,,,,不过也是在结婚生子之后，王琦退圈做了“家庭主妇”，身材也越来越发福了
P0163,381,亚洲首富之子为结婚，18个月减肥216斤，婚礼还没办，又胖回去了,再次发胖,,,,,,,,健康专家们指出，阿南特患有哮喘和服用类固醇可能是他再次发胖的原因
P1094,382,青少年减重别盲目：“饿瘦”不可取，“养瘦”才科学！,,,,,,,,,胖乎乎在小时候可能被叫“可爱”，但长大后，可能变成健康的“定时炸弹”
P0215,383,傳統中醫對腦中風的預防之道,,,,,,,,,"另有一些人,整天伏案用脑、情绪过于紧张、身体肥胖,缺乏运动和休息者,也需特别注意"
P0290,384,华人惊恐发现，来了澳洲以后体重开始超标！全球肥胖榜，澳洲排名靠前，据说与地理位置有关？,,,,,,,,,再加上超市的各种促销策略，垃圾食品和油炸食品往往有很多折扣，结果就是，澳洲人越吃越胖
P0685,385,澳洲专家建议“封杀”圣诞老人！说会教坏小孩！原因竟然是因为太胖？？？,,,,,,,,,辣妈开场一到每年的11月12月多少澳洲孩子都开始眼巴巴的等着Santa的到来圣诞树，圣诞老人，和圣诞礼物这三个圣诞套娃真的是缺一不可呀少了一个都好像快乐少一半了一提到圣诞老人我们脑海中总会浮现一个 戴着红色小帽，有着雪白大胡须大大的肚子，胖胖的身材和蔼可亲的老人形象 但今年澳洲竟然开始嫌弃起了圣诞老人
P0626,386,"汪峰接女儿,身材发福!8岁醒醒走路带风神似章子怡",,,,,,,,,尽管52岁的汪峰整个人看起来十分臃肿，但不愧是圈内人，穿衣风格还是相当的前卫，黑白搭配的休闲风穿搭显得很减龄
P0621,387,比伯空降来表演 全场疯狂!结果却是个假的,,,,,,,,,但要说做到和比伯完全一样，肯定是不可能的，首先唱功就无法媲美，再加上他还变胖了
P0927,388,腹部、大腿還是手臂?,,,,,,,,,"也就是说,梨形身材虽然让人烦恼衣服不好挑,却可能在默默守护健康"
P0430,389,完蛋！澳洲科学家刚刚找到肥胖的终极原因！摸摸脑袋一切都懂了,,,,,,,,,10秒神奇测试有的人喝水胖，有的人吃肉胖，有的人不吃蛋白质反而还会胖
P0072,390,"“S码的我，穿不进中国的XL！”百万美国网友齐吐槽, 中国衣服小的太变态了...",,,,,,,,,相信时常在国内淘宝的小姐妹们，最近应该都遇到了同一个诡异的现象，那就是自己好像莫名胖了
P0159,391,"乐基儿出席时尚活动:腹肌好美,42岁越胖越有幸福感",,,,,,,,,当晚的乐基儿红唇加分不少，尽显“大码”女人的个人魅力，妩媚又不失飒气，超爱
P1023,392,这是黄晓明？暴肥15公斤「脸圆肚凸又秃头」自嘲：喝水都胖,,,,,,,,,对此，黄晓明近日出席电影记者会时，自称是易胖体 质，光喝水就会变重
P0686,393,澳洲人的地域黑太精确！四位数字把你看得透透的！破解方法只有一个！,,,,,,,,,这份调查的数据显示，28.7%的西澳人身体肥胖，仅比澳大利亚首领地的肥胖率高一些
P0336,394,吴彦祖变“苏大强”?近照曝光被指身材发福变秃,,,,,,,,,近日，一代男神吴彦祖的一张新图在网络曝光，颜值大变引发热议 图片中，48岁的吴彦祖穿白色T恤比V，发际线明显后移有点秃，身材也较以往露面时发福不少
